Gene	ORF 	Plate	Row	Column
SFC1	YJR095W	7	14	11
	YJL193W	7	14	12
RPL43B	YJR094W-A	7	14	13
SOP4	YJL192C	7	14	14
IME1	YJR094C	7	14	15
RPS14B	YJL191W	7	14	16
BUD4	YJR092W	7	14	17
RPS22A	YJL190C	7	14	18
JSN1	YJR091C	7	14	19
BUD19	YJL188C	7	14	20
GRR1	YJR090C	7	14	21
SWE1	YJL187C	7	14	22
	YJR088C	7	14	23
HIS3	YOR202W	7	14	24
HIS3	YOR202W	7	15	1
MPH1	YIR002C	7	15	2
ARG3	YJL088W	7	15	3
SGN1	YIR001C	7	15	4
	YJL084C	7	15	5
VTH1	YIL173W	7	15	6
TAX4	YJL083W	7	15	7
HXT12	YIL170W	7	15	8
PRY3	YJL078C	7	15	9
SDL1	YIL168W	7	15	10
ICS3	YJL077C	7	15	11
SDL1	YIL167W	7	15	12
JEM1	YJL073W	7	15	13
	YIL166C	7	15	14
ARG2	YJL071W	7	15	15
	YIL165C	7	15	16
	YJL070C	7	15	17
NIT1	YIL164C	7	15	18
	YJL068C	7	15	19
	YIL163C	7	15	20
	YJL067W	7	15	21
SUC2	YIL162W	7	15	22
MPM1	YJL066C	7	15	23
HIS3	YOR202W	7	15	24
HIS3	YOR202W	7	16	1
HIS3	YOR202W	7	16	2
HIS3	YOR202W	7	16	3
HIS3	YOR202W	7	16	4
HIS3	YOR202W	7	16	5
HIS3	YOR202W	7	16	6
HIS3	YOR202W	7	16	7
HIS3	YOR202W	7	16	8
HIS3	YOR202W	7	16	9
HIS3	YOR202W	7	16	10
HIS3	YOR202W	7	16	11
HIS3	YOR202W	7	16	12
HIS3	YOR202W	7	16	13
HIS3	YOR202W	7	16	14
HIS3	YOR202W	7	16	15
HIS3	YOR202W	7	16	16
HIS3	YOR202W	7	16	17
HIS3	YOR202W	7	16	18
HIS3	YOR202W	7	16	19
HIS3	YOR202W	7	16	20
HIS3	YOR202W	7	16	21
HIS3	YOR202W	7	16	22
HIS3	YOR202W	7	16	23
HIS3	YOR202W	7	16	24
HIS3	YOR202W	8	1	1
HIS3	YOR202W	8	1	2
HIS3	YOR202W	8	1	3
HIS3	YOR202W	8	1	4
HIS3	YOR202W	8	1	5
HIS3	YOR202W	8	1	6
HIS3	YOR202W	8	1	7
HIS3	YOR202W	8	1	8
HIS3	YOR202W	8	1	9
HIS3	YOR202W	8	1	10
HIS3	YOR202W	8	1	11
HIS3	YOR202W	8	1	12
HIS3	YOR202W	8	1	13
HIS3	YOR202W	8	1	14
HIS3	YOR202W	8	1	15
HIS3	YOR202W	8	1	16
HIS3	YOR202W	8	1	17
HIS3	YOR202W	8	1	18
HIS3	YOR202W	8	1	19
HIS3	YOR202W	8	1	20
HIS3	YOR202W	8	1	21
HIS3	YOR202W	8	1	22
HIS3	YOR202W	8	1	23
HIS3	YOR202W	8	1	24
HIS3	YOR202W	8	2	1
	YKL187C	8	2	2
TIF1	YKR059W	8	2	3
ASH1	YKL185W	8	2	4
GLG1	YKR058W	8	2	5
SPE1	YKL184W	8	2	6
RPS21A	YKR057W	8	2	7
LOT5	YKL183W	8	2	8
TRM2	YKR056W	8	2	9
COY1	YKL179C	8	2	10
RHO4	YKR055W	8	2	11
STE3	YKL178C	8	2	12
DYN1	YKR054C	8	2	13
	YKL177W	8	2	14
YSR3	YKR053C	8	2	15
LST4	YKL176C	8	2	16
MRS4	YKR052C	8	2	17
ZRT3	YKL175W	8	2	18
	YKR051W	8	2	19
TPO5	YKL174C	8	2	20
TRK2	YKR050W	8	2	21
	YKL171W	8	2	22
FMP46	YKR049C	8	2	23
HIS3	YOR202W	8	2	24
HIS3	YOR202W	8	3	1
STE24	YJR117W	8	3	2
LHS1	YKL073W	8	3	3
	YJR116W	8	3	4
STB6	YKL072W	8	3	5
	YJR115W	8	3	6
	YKL071W	8	3	7
	YJR111C	8	3	8
	YKL070W	8	3	9
YMR1	YJR110W	8	3	10
	YKL069W	8	3	11
CPA2	YJR109C	8	3	12
NUP100	YKL068W	8	3	13
ABM1	YJR108W	8	3	14
YNK1	YKL067W	8	3	15
	YJR107W	8	3	16
	YKL066W	8	3	17
ECM27	YJR106W	8	3	18
YET1	YKL065C	8	3	19
URA8	YJR103W	8	3	20
MNR2	YKL064W	8	3	21
	YJR100C	8	3	22
	YKL063C	8	3	23
HIS3	YOR202W	8	3	24
HIS3	YOR202W	8	4	1
LOS1	YKL205W	8	4	2
ECM4	YKR076W	8	4	3
EAP1	YKL204W	8	4	4
	YKR074W	8	4	5
	YKL202W	8	4	6
SIS2	YKR072C	8	4	7
MNN4	YKL201C	8	4	8
	YKR070W	8	4	9
	YKL200C	8	4	10
MET1	YKR069W	8	4	11
YKT9	YKL199C	8	4	12
GPT2	YKR067W	8	4	13
PTK1	YKL198C	8	4	14
CCP1	YKR066C	8	4	15
PEX1	YKL197C	8	4	16
FMP18	YKR065C	8	4	17
DPH2	YKL191W	8	4	18
	YKR064W	8	4	19
CNB1	YKL190W	8	4	20
KTR2	YKR061W	8	4	21
PXA2	YKL188C	8	4	22
UTP30	YKR060W	8	4	23
HIS3	YOR202W	8	4	24
HIS3	YOR202W	8	5	1
STR2	YJR130C	8	5	2
	YKL091C	8	5	3
	YJR129C	8	5	4
CUE2	YKL090W	8	5	5
	YJR128W	8	5	6
SRX1	YKL086W	8	5	7
ZMS1	YJR127C	8	5	8
MDH1	YKL085W	8	5	9
VPS70	YJR126C	8	5	10
HOT13	YKL084W	8	5	11
ENT3	YJR125C	8	5	12
TEF4	YKL081W	8	5	13
	YJR124C	8	5	14
SMY1	YKL079W	8	5	15
ATP2	YJR121W	8	5	16
	YKL077W	8	5	17
	YJR120W	8	5	18
PSY1	YKL076C	8	5	19
	YJR119C	8	5	20
	YKL075C	8	5	21
ILM1	YJR118C	8	5	22
MUD2	YKL074C	8	5	23
HIS3	YOR202W	8	5	24
HIS3	YOR202W	8	6	1
SRY1	YKL218C	8	6	2
SRP40	YKR092C	8	6	3
JEN1	YKL217W	8	6	4
SRL3	YKR091W	8	6	5
URA1	YKL216W	8	6	6
PXL1	YKR090W	8	6	7
	YKL215C	8	6	8
STC1	YKR089C	8	6	9
YRA2	YKL214C	8	6	10
TVP38	YKR088C	8	6	11
DOA1	YKL213C	8	6	12
OMA1	YKR087C	8	6	13
SAC1	YKL212W	8	6	14
HBS1	YKR084C	8	6	15
TRP3	YKL211C	8	6	16
NUP133	YKR082W	8	6	17
CBT1	YKL208W	8	6	18
MTD1	YKR080W	8	6	19
	YKL207W	8	6	20
	YKR078W	8	6	21
	YKL206C	8	6	22
	YKR077W	8	6	23
HIS3	YOR202W	8	6	24
HIS3	YOR202W	8	7	1
HMS2	YJR147W	8	7	2
LAP4	YKL103C	8	7	3
	YJR146W	8	7	4
	YKL102C	8	7	5
RPS4A	YJR145C	8	7	6
HSL1	YKL101W	8	7	7
	YJR142W	8	7	8
	YKL100C	8	7	9
HIR3	YJR140C	8	7	10
	YKL098W	8	7	11
HOM6	YJR139C	8	7	12
	YKL097C	8	7	13
ECM17	YJR137C	8	7	14
CWP2	YKL096W-A	8	7	15
MCM22	YJR135C	8	7	16
CWP1	YKL096W	8	7	17
SGM1	YJR134C	8	7	18
YJU3	YKL094W	8	7	19
XPT1	YJR133W	8	7	20
MBR1	YKL093W	8	7	21
MNS1	YJR131W	8	7	22
BUD2	YKL092C	8	7	23
HIS3	YOR202W	8	7	24
HIS3	YOR202W	8	8	1
	YKR012C	8	8	2
NFT1	YKR103W	8	8	3
TOS5	YKR011C	8	8	4
FLO10	YKR102W	8	8	5
TOF2	YKR010C	8	8	6
SIR1	YKR101W	8	8	7
FOX2	YKR009C	8	8	8
SKG1	YKR100C	8	8	9
MEH1	YKR007W	8	8	10
BAS1	YKR099W	8	8	11
	YKR005C	8	8	12
UBP11	YKR098C	8	8	13
OSH6	YKR003W	8	8	14
PCK1	YKR097W	8	8	15
VPS1	YKR001C	8	8	16
	YKR096W	8	8	17
	YKL222C	8	8	18
MLP1	YKR095W	8	8	19
MCH2	YKL221W	8	8	20
RPL40B	YKR094C	8	8	21
FRE2	YKL220C	8	8	22
PTR2	YKR093W	8	8	23
HIS3	YOR202W	8	8	24
HIS3	YOR202W	8	9	1
LAC1	YKL008C	8	9	2
OAC1	YKL120W	8	9	3
CAP1	YKL007W	8	9	4
SBA1	YKL117W	8	9	5
RPL14A	YKL006W	8	9	6
PRR1	YKL116C	8	9	7
BYE1	YKL005C	8	9	8
	YKL115C	8	9	9
MET14	YKL001C	8	9	10
APN1	YKL114C	8	9	11
	YJR154W	8	9	12
RAD27	YKL113C	8	9	13
PGU1	YJR153W	8	9	14
KTI12	YKL110C	8	9	15
DAL5	YJR152W	8	9	16
HAP4	YKL109W	8	9	17
DAN1	YJR150C	8	9	18
	YKL107W	8	9	19
	YJR149W	8	9	20
AAT1	YKL106W	8	9	21
BAT2	YJR148W	8	9	22
	YKL105C	8	9	23
HIS3	YOR202W	8	9	24
HIS3	YOR202W	8	10	1
DBP7	YKR024C	8	10	2
PUF3	YLL013C	8	10	3
	YKR023W	8	10	4
YEH1	YLL012W	8	10	5
	YKR021W	8	10	6
PSR1	YLL010C	8	10	7
VPS51	YKR020W	8	10	8
COX17	YLL009C	8	10	9
IRS4	YKR019C	8	10	10
	YLL007C	8	10	11
	YKR018C	8	10	12
MMM1	YLL006W	8	10	13
	YKR017C	8	10	14
SPO75	YLL005C	8	10	15
FMP13	YKR016W	8	10	16
RTT109	YLL002W	8	10	17
	YKR015C	8	10	18
DNM1	YLL001W	8	10	19
YPT52	YKR014C	8	10	20
	YKR106W	8	10	21
PRY2	YKR013W	8	10	22
	YKR105C	8	10	23
HIS3	YOR202W	8	10	24
HIS3	YOR202W	8	11	1
	YKL030W	8	11	2
	YKL136W	8	11	3
MAE1	YKL029C	8	11	4
	YKL133C	8	11	5
	YKL027W	8	11	6
RMA1	YKL132C	8	11	7
GPX1	YKL026C	8	11	8
	YKL131W	8	11	9
PAN3	YKL025C	8	11	10
SHE2	YKL130C	8	11	11
	YKL023W	8	11	12
MYO3	YKL129C	8	11	13
SPT23	YKL020C	8	11	14
PMU1	YKL128C	8	11	15
HCS1	YKL017C	8	11	16
PGM1	YKL127W	8	11	17
PUT3	YKL015W	8	11	18
SSH4	YKL124W	8	11	19
UFD4	YKL010C	8	11	20
	YKL123W	8	11	21
MRT4	YKL009W	8	11	22
	YKL121W	8	11	23
HIS3	YOR202W	8	11	24
HIS3	YOR202W	8	12	1
DID2	YKR035W-A	8	12	2
HSP104	YLL026W	8	12	3
	YKR035C	8	12	4
	YLL025W	8	12	5
DAL80	YKR034W	8	12	6
SSA2	YLL024C	8	12	7
	YKR033C	8	12	8
	YLL023C	8	12	9
	YKR032W	8	12	10
SPA2	YLL021W	8	12	11
SPO14	YKR031C	8	12	12
	YLL020C	8	12	13
GMH1	YKR030W	8	12	14
KNS1	YLL019C	8	12	15
SET3	YKR029C	8	12	16
SDC25	YLL017W	8	12	17
SAP190	YKR028W	8	12	18
SDC25	YLL016W	8	12	19
FMP50	YKR027W	8	12	20
BPT1	YLL015W	8	12	21
GCN3	YKR026C	8	12	22
	YLL014W	8	12	23
HIS3	YOR202W	8	12	24
HIS3	YOR202W	8	13	1
	YKL044W	8	13	2
RPS27A	YKL156W	8	13	3
PHD1	YKL043W	8	13	4
	YKL151C	8	13	5
VPS24	YKL041W	8	13	6
MCR1	YKL150W	8	13	7
NFU1	YKL040C	8	13	8
DBR1	YKL149C	8	13	9
PTM1	YKL039W	8	13	10
SDH1	YKL148C	8	13	11
RGT1	YKL038W	8	13	12
	YKL147C	8	13	13
	YKL037W	8	13	14
AVT3	YKL146W	8	13	15
TUL1	YKL034W	8	13	16
MRP8	YKL142W	8	13	17
	YKL033W-A	8	13	18
TGL1	YKL140W	8	13	19
IXR1	YKL032C	8	13	20
CTK1	YKL139W	8	13	21
	YKL031W	8	13	22
	YKL137W	8	13	23
HIS3	YOR202W	8	13	24
HIS3	YOR202W	8	14	1
NAP1	YKR048C	8	14	2
RPL8B	YLL045C	8	14	3
	YKR047W	8	14	4
	YLL044W	8	14	5
PET10	YKR046C	8	14	6
FPS1	YLL043W	8	14	7
	YKR045C	8	14	8
ATG10	YLL042C	8	14	9
UIP5	YKR044W	8	14	10
SDH2	YLL041C	8	14	11
	YKR043C	8	14	12
VPS13	YLL040C	8	14	13
UTH1	YKR042W	8	14	14
UBI4	YLL039C	8	14	15
	YKR041W	8	14	16
ENT4	YLL038C	8	14	17
	YKR040C	8	14	18
	YLL032C	8	14	19
GAP1	YKR039W	8	14	20
	YLL029W	8	14	21
CAF4	YKR036C	8	14	22
TPO1	YLL028W	8	14	23
HIS3	YOR202W	8	14	24
HIS3	YOR202W	8	15	1
MSN4	YKL062W	8	15	2
KKQ8	YKL168C	8	15	3
	YKL061W	8	15	4
MRP49	YKL167C	8	15	5
RBF18	YKL056C	8	15	6
TPK3	YKL166C	8	15	7
OAR1	YKL055C	8	15	8
PIR1	YKL164C	8	15	9
	YKL053W	8	15	10
PIR3	YKL163W	8	15	11
MDM35	YKL053C-A	8	15	12
	YKL162C	8	15	13
SFK1	YKL051W	8	15	14
	YKL161C	8	15	15
	YKL050C	8	15	16
ELF1	YKL160W	8	15	17
ELM1	YKL048C	8	15	18
RCN1	YKL159C	8	15	19
	YKL047W	8	15	20
	YKL158W	8	15	21
DCW1	YKL046C	8	15	22
APE2	YKL157W	8	15	23
HIS3	YOR202W	8	15	24
HIS3	YOR202W	8	16	1
HIS3	YOR202W	8	16	2
HIS3	YOR202W	8	16	3
HIS3	YOR202W	8	16	4
HIS3	YOR202W	8	16	5
HIS3	YOR202W	8	16	6
HIS3	YOR202W	8	16	7
HIS3	YOR202W	8	16	8
HIS3	YOR202W	8	16	9
HIS3	YOR202W	8	16	10
HIS3	YOR202W	8	16	11
HIS3	YOR202W	8	16	12
HIS3	YOR202W	8	16	13
HIS3	YOR202W	8	16	14
HIS3	YOR202W	8	16	15
HIS3	YOR202W	8	16	16
HIS3	YOR202W	8	16	17
HIS3	YOR202W	8	16	18
HIS3	YOR202W	8	16	19
HIS3	YOR202W	8	16	20
HIS3	YOR202W	8	16	21
HIS3	YOR202W	8	16	22
HIS3	YOR202W	8	16	23
HIS3	YOR202W	8	16	24
HIS3	YOR202W	9	1	1
HIS3	YOR202W	9	1	2
HIS3	YOR202W	9	1	3
HIS3	YOR202W	9	1	4
HIS3	YOR202W	9	1	5
HIS3	YOR202W	9	1	6
HIS3	YOR202W	9	1	7
HIS3	YOR202W	9	1	8
HIS3	YOR202W	9	1	9
HIS3	YOR202W	9	1	10
HIS3	YOR202W	9	1	11
HIS3	YOR202W	9	1	12
HIS3	YOR202W	9	1	13
HIS3	YOR202W	9	1	14
HIS3	YOR202W	9	1	15
HIS3	YOR202W	9	1	16
HIS3	YOR202W	9	1	17
HIS3	YOR202W	9	1	18
HIS3	YOR202W	9	1	19
HIS3	YOR202W	9	1	20
HIS3	YOR202W	9	1	21
HIS3	YOR202W	9	1	22
HIS3	YOR202W	9	1	23
HIS3	YOR202W	9	1	24
HIS3	YOR202W	9	2	1
	YLR217W	9	2	2
CHS5	YLR330W	9	2	3
CPR6	YLR216C	9	2	4
REC102	YLR329W	9	2	5
FRE1	YLR214W	9	2	6
NMA1	YLR328W	9	2	7
CRR1	YLR213C	9	2	8
RBF9	YLR327C	9	2	9
	YLR211C	9	2	10
	YLR326W	9	2	11
CLB4	YLR210W	9	2	12
RPL38	YLR325C	9	2	13
PNP1	YLR209C	9	2	14
PEX30	YLR324W	9	2	15
HRD3	YLR207W	9	2	16
MMS22	YLR320W	9	2	17
ENT2	YLR206W	9	2	18
BUD6	YLR319C	9	2	19
HMX1	YLR205C	9	2	20
EST2	YLR318W	9	2	21
YKE2	YLR200W	9	2	22
NKP2	YLR315W	9	2	23
HIS3	YOR202W	9	2	24
HIS3	YOR202W	9	3	1
JLP1	YLL057C	9	3	2
CHA4	YLR098C	9	3	3
	YLL056C	9	3	4
HRT3	YLR097C	9	3	5
	YLL055W	9	3	6
KIN2	YLR096W	9	3	7
	YLL054C	9	3	8
IOC2	YLR095C	9	3	9
	YLL053C	9	3	10
GIS3	YLR094C	9	3	11
AQY2	YLL052C	9	3	12
NYV1	YLR093C	9	3	13
FRE6	YLL051C	9	3	14
SUL2	YLR092W	9	3	15
	YLL049W	9	3	16
	YLR091W	9	3	17
YBT1	YLL048C	9	3	18
XDJ1	YLR090W	9	3	19
	YLL047W	9	3	20
ALT1	YLR089C	9	3	21
RNP1	YLL046C	9	3	22
CSF1	YLR087C	9	3	23
HIS3	YOR202W	9	3	24
HIS3	YOR202W	9	4	1
TOP3	YLR234W	9	4	2
	YLR345W	9	4	3
EST1	YLR233C	9	4	4
RPL26A	YLR344W	9	4	5
	YLR232W	9	4	6
GAS2	YLR343W	9	4	7
BNA5	YLR231C	9	4	8
FKS1	YLR342W	9	4	9
ECM22	YLR228C	9	4	10
SPO77	YLR341W	9	4	11
	YLR225C	9	4	12
	YLR338W	9	4	13
	YLR224W	9	4	14
VRP1	YLR337C	9	4	15
RSA3	YLR221C	9	4	16
NUP2	YLR335W	9	4	17
CCC1	YLR220W	9	4	18
	YLR334C	9	4	19
MSC3	YLR219W	9	4	20
RPS25B	YLR333C	9	4	21
	YLR218C	9	4	22
MID2	YLR332W	9	4	23
HIS3	YOR202W	9	4	24
HIS3	YOR202W	9	5	1
LOT6	YLR011W	9	5	2
	YLR114C	9	5	3
SSK1	YLR006C	9	5	4
HOG1	YLR113W	9	5	5
	YLR004C	9	5	6
	YLR112W	9	5	7
	YLR003C	9	5	8
	YLR111W	9	5	9
	YLR001C	9	5	10
CCW12	YLR110C	9	5	11
AYT1	YLL063C	9	5	12
AHP1	YLR109W	9	5	13
MHT1	YLL062C	9	5	14
	YLR108C	9	5	15
MMP1	YLL061W	9	5	16
REX3	YLR107W	9	5	17
GTT2	YLL060C	9	5	18
	YLR104W	9	5	19
	YLL059C	9	5	20
APC9	YLR102C	9	5	21
	YLL058W	9	5	22
ICT1	YLR099C	9	5	23
HIS3	YOR202W	9	5	24
HIS3	YOR202W	9	6	1
SYM1	YLR251W	9	6	2
VPS38	YLR360W	9	6	3
SSP120	YLR250W	9	6	4
RSC2	YLR357W	9	6	5
RCK2	YLR248W	9	6	6
	YLR356W	9	6	7
	YLR247C	9	6	8
TAL1	YLR354C	9	6	9
ERF2	YLR246W	9	6	10
BUD8	YLR353W	9	6	11
ARV1	YLR242C	9	6	12
	YLR352W	9	6	13
	YLR241W	9	6	14
NIT3	YLR351C	9	6	15
LIP2	YLR239C	9	6	16
ORM2	YLR350W	9	6	17
THI7	YLR237W	9	6	18
	YLR349W	9	6	19
	YLR236C	9	6	20
DIC1	YLR348C	9	6	21
	YLR235C	9	6	22
	YLR346C	9	6	23
HIS3	YOR202W	9	6	24
HIS3	YOR202W	9	7	1
IZH3	YLR023C	9	7	2
ZRT2	YLR130C	9	7	3
	YLR021W	9	7	4
DCN1	YLR128W	9	7	5
YEH3	YLR020C	9	7	6
	YLR126C	9	7	7
PSR2	YLR019W	9	7	8
	YLR125W	9	7	9
POM34	YLR018C	9	7	10
	YLR124W	9	7	11
MEU1	YLR017W	9	7	12
	YLR123C	9	7	13
	YLR016C	9	7	14
	YLR122C	9	7	15
BRE2	YLR015W	9	7	16
YPS3	YLR121C	9	7	17
PPR1	YLR014C	9	7	18
YPS1	YLR120C	9	7	19
GAT3	YLR013W	9	7	20
SRN2	YLR119W	9	7	21
	YLR012C	9	7	22
	YLR118C	9	7	23
HIS3	YOR202W	9	7	24
HIS3	YOR202W	9	8	1
RPS28B	YLR264W	9	8	2
SUR4	YLR372W	9	8	3
RED1	YLR263W	9	8	4
ROM2	YLR371W	9	8	5
RBF7	YLR262C-A	9	8	6
ARC18	YLR370C	9	8	7
YPT6	YLR262C	9	8	8
MDM30	YLR368W	9	8	9
	YLR261C	9	8	10
RPS22B	YLR367W	9	8	11
GSY2	YLR258W	9	8	12
	YLR366W	9	8	13
	YLR257W	9	8	14
	YLR365W	9	8	15
	YLR255C	9	8	16
	YLR364W	9	8	17
NDL1	YLR254C	9	8	18
NMD4	YLR363C	9	8	19
	YLR253W	9	8	20
STE11	YLR362W	9	8	21
	YLR252W	9	8	22
DCR2	YLR361C	9	8	23
HIS3	YOR202W	9	8	24
HIS3	YOR202W	9	9	1
RIC1	YLR039C	9	9	2
SPE4	YLR146C	9	9	3
COX12	YLR038C	9	9	4
ACF2	YLR144C	9	9	5
DAN2	YLR037C	9	9	6
	YLR143W	9	9	7
	YLR036C	9	9	8
PUT1	YLR142W	9	9	9
MLH2	YLR035C	9	9	10
NHA1	YLR138W	9	9	11
SMF3	YLR034C	9	9	12
	YLR137W	9	9	13
RAD5	YLR032W	9	9	14
TIS11	YLR136C	9	9	15
	YLR031W	9	9	16
SLX4	YLR135W	9	9	17
	YLR030W	9	9	18
PDC5	YLR134W	9	9	19
ADE16	YLR028C	9	9	20
CKI1	YLR133W	9	9	21
UBR2	YLR024C	9	9	22
ACE2	YLR131C	9	9	23
HIS3	YOR202W	9	9	24
HIS3	YOR202W	9	10	1
	YLR281C	9	10	2
REH1	YLR387C	9	10	3
	YLR280C	9	10	4
VAC14	YLR386W	9	10	5
	YLR279W	9	10	6
SWC7	YLR385C	9	10	7
	YLR278C	9	10	8
IKI3	YLR384C	9	10	9
PIG1	YLR273C	9	10	10
CTF3	YLR381W	9	10	11
	YLR271W	9	10	12
CSR1	YLR380W	9	10	13
	YLR269C	9	10	14
FBP1	YLR377C	9	10	15
SEC22	YLR268W	9	10	16
PSY3	YLR376C	9	10	17
BOP2	YLR267W	9	10	18
STP3	YLR375W	9	10	19
PDR8	YLR266C	9	10	20
	YLR374C	9	10	21
NEJ1	YLR265C	9	10	22
VID22	YLR373C	9	10	23
HIS3	YOR202W	9	10	24
HIS3	YOR202W	9	11	1
	YLR053C	9	11	2
	YLR171W	9	11	3
	YLR050C	9	11	4
APS1	YLR170C	9	11	5
	YLR049C	9	11	6
	YLR169W	9	11	7
RPS0B	YLR048W	9	11	8
	YLR168C	9	11	9
	YLR047C	9	11	10
PUS5	YLR165C	9	11	11
	YLR046C	9	11	12
	YLR164W	9	11	13
PDC1	YLR044C	9	11	14
RNH203	YLR154C	9	11	15
TRX1	YLR043C	9	11	16
	YLR152C	9	11	17
	YLR042C	9	11	18
PCD1	YLR151C	9	11	19
	YLR041W	9	11	20
STM1	YLR150W	9	11	21
	YLR040C	9	11	22
	YLR149C	9	11	23
HIS3	YOR202W	9	11	24
HIS3	YOR202W	9	12	1
	YLR294C	9	12	2
	YLR400W	9	12	3
SEC72	YLR292C	9	12	4
SKI2	YLR398C	9	12	5
	YLR290C	9	12	6
COX8	YLR395C	9	12	7
GUF1	YLR289W	9	12	8
CST9	YLR394W	9	12	9
RPS30A	YLR287C-A	9	12	10
ATP10	YLR393W	9	12	11
	YLR287C	9	12	12
	YLR392C	9	12	13
CTS1	YLR286C	9	12	14
	YLR391W	9	12	15
NNT1	YLR285W	9	12	16
CCW14	YLR390W-A	9	12	17
ECI1	YLR284C	9	12	18
ECM19	YLR390W	9	12	19
	YLR283W	9	12	20
STE23	YLR389C	9	12	21
	YLR282C	9	12	22
RPS29A	YLR388W	9	12	23
HIS3	YOR202W	9	12	24
HIS3	YOR202W	9	13	1
	YLR065C	9	13	2
TOS4	YLR183C	9	13	3
	YLR064W	9	13	4
SWI6	YLR182W	9	13	5
	YLR063W	9	13	6
VTA1	YLR181C	9	13	7
BUD28	YLR062C	9	13	8
SAM1	YLR180W	9	13	9
RPL22A	YLR061W	9	13	10
	YLR179C	9	13	11
REX2	YLR059C	9	13	12
TFS1	YLR178C	9	13	13
SHM2	YLR058C	9	13	14
	YLR177W	9	13	15
	YLR057W	9	13	16
RFX1	YLR176C	9	13	17
ERG3	YLR056W	9	13	18
IDP2	YLR174W	9	13	19
SPT8	YLR055C	9	13	20
	YLR173W	9	13	21
OSW2	YLR054C	9	13	22
DPH5	YLR172C	9	13	23
HIS3	YOR202W	9	13	24
HIS3	YOR202W	9	14	1
SPH1	YLR313C	9	14	2
	YLR414C	9	14	3
	YLR312C	9	14	4
	YLR413W	9	14	5
	YLR311C	9	14	6
	YLR412W	9	14	7
IMH1	YLR309C	9	14	8
VIP1	YLR410W	9	14	9
CDA1	YLR307W	9	14	10
	YLR408C	9	14	11
UBC12	YLR306W	9	14	12
	YLR407W	9	14	13
MET17	YLR303W	9	14	14
RPL31B	YLR406C	9	14	15
EXG1	YLR300W	9	14	16
DUS4	YLR405W	9	14	17
ECM38	YLR299W	9	14	18
	YLR404W	9	14	19
	YLR297W	9	14	20
	YLR402W	9	14	21
	YLR296W	9	14	22
DUS3	YLR401C	9	14	23
HIS3	YOR202W	9	14	24
HIS3	YOR202W	9	15	1
ARP6	YLR085C	9	15	2
	YLR199C	9	15	3
RAX2	YLR084C	9	15	4
	YLR194C	9	15	5
EMP70	YLR083C	9	15	6
	YLR193C	9	15	7
SRL2	YLR082C	9	15	8
HCR1	YLR192C	9	15	9
GAL2	YLR081W	9	15	10
PEX13	YLR191W	9	15	11
EMP46	YLR080W	9	15	12
MMR1	YLR190W	9	15	13
SIC1	YLR079W	9	15	14
ATG26	YLR189C	9	15	15
FMP25	YLR077W	9	15	16
MDL1	YLR188W	9	15	17
	YLR073C	9	15	18
SKG3	YLR187W	9	15	19
	YLR072W	9	15	20
RPL37A	YLR185W	9	15	21
XYL2	YLR070C	9	15	22
	YLR184W	9	15	23
HIS3	YOR202W	9	15	24
HIS3	YOR202W	9	16	1
HIS3	YOR202W	9	16	2
HIS3	YOR202W	9	16	3
HIS3	YOR202W	9	16	4
HIS3	YOR202W	9	16	5
HIS3	YOR202W	9	16	6
HIS3	YOR202W	9	16	7
HIS3	YOR202W	9	16	8
HIS3	YOR202W	9	16	9
HIS3	YOR202W	9	16	10
HIS3	YOR202W	9	16	11
HIS3	YOR202W	9	16	12
HIS3	YOR202W	9	16	13
HIS3	YOR202W	9	16	14
HIS3	YOR202W	9	16	15
HIS3	YOR202W	9	16	16
HIS3	YOR202W	9	16	17
HIS3	YOR202W	9	16	18
HIS3	YOR202W	9	16	19
HIS3	YOR202W	9	16	20
HIS3	YOR202W	9	16	21
HIS3	YOR202W	9	16	22
HIS3	YOR202W	9	16	23
HIS3	YOR202W	9	16	24
HIS3	YOR202W	10	1	1
HIS3	YOR202W	10	1	2
HIS3	YOR202W	10	1	3
HIS3	YOR202W	10	1	4
HIS3	YOR202W	10	1	5
HIS3	YOR202W	10	1	6
HIS3	YOR202W	10	1	7
HIS3	YOR202W	10	1	8
HIS3	YOR202W	10	1	9
HIS3	YOR202W	10	1	10
HIS3	YOR202W	10	1	11
HIS3	YOR202W	10	1	12
HIS3	YOR202W	10	1	13
HIS3	YOR202W	10	1	14
HIS3	YOR202W	10	1	15
HIS3	YOR202W	10	1	16
HIS3	YOR202W	10	1	17
HIS3	YOR202W	10	1	18
HIS3	YOR202W	10	1	19
HIS3	YOR202W	10	1	20
HIS3	YOR202W	10	1	21
HIS3	YOR202W	10	1	22
HIS3	YOR202W	10	1	23
HIS3	YOR202W	10	1	24
HIS3	YOR202W	10	2	1
IOC4	YMR044W	10	2	2
	YMR158C-B	10	2	3
ARG80	YMR042W	10	2	4
FMP39	YMR157C	10	2	5
	YMR041C	10	2	6
TPP1	YMR156C	10	2	7
YET2	YMR040W	10	2	8
	YMR155W	10	2	9
SUB1	YMR039C	10	2	10
RIM13	YMR154C	10	2	11
LYS7	YMR038C	10	2	12
NUP53	YMR153W	10	2	13
MSN2	YMR037C	10	2	14
	YMR153C-A	10	2	15
MIH1	YMR036C	10	2	16
YIM1	YMR152W	10	2	17
IMP2	YMR035W	10	2	18
	YMR148W	10	2	19
